#feature                                                         ;occurence
CONFIG_SND_VX222                                                ;9
CONFIG_SND_HDA                                                  ;10
CONFIG_SND_HDA_INTEL                                            ;10
CONFIG_SND_HDA_HWDEP                                            ;5
CONFIG_SND_HDA_INPUT_BEEP                                       ;5
CONFIG_SND_HDA_INPUT_BEEP_MODE                                  ;5
CONFIG_SND_HDA_CODEC_REALTEK                                    ;9
CONFIG_SND_HDA_CODEC_ANALOG                                     ;5
CONFIG_SND_HDA_CODEC_SIGMATEL                                   ;6
CONFIG_SND_HDA_CODEC_VIA                                        ;5
CONFIG_SND_HDA_CODEC_HDMI                                       ;6
CONFIG_SND_HDA_CODEC_CIRRUS                                     ;6
CONFIG_SND_HDA_CODEC_CONEXANT                                   ;9
CONFIG_SND_HDA_CODEC_CA0132                                     ;6
CONFIG_SND_HDA_CODEC_CMEDIA                                     ;9
CONFIG_SND_HDA_CODEC_SI3054                                     ;4
CONFIG_SND_HDA_GENERIC                                          ;10
CONFIG_SND_HDA_POWER_SAVE_DEFAULT                               ;5
CONFIG_SND_HDA_CORE                                             ;17
CONFIG_SND_HDA_DSP_LOADER                                       ;11
CONFIG_SND_HDA_I915                                             ;7
CONFIG_SND_HDA_EXT_CORE                                         ;13
CONFIG_SND_PXA2XX_LIB                                           ;5
CONFIG_SND_SPI                                                  ;6
CONFIG_SND_AT73C213                                             ;2
CONFIG_SND_AT73C213_TARGET_BITRATE                              ;2
CONFIG_SND_USB                                                  ;7
CONFIG_SND_USB_AUDIO                                            ;6
CONFIG_SND_USB_UA101                                            ;5
CONFIG_SND_USB_CAIAQ                                            ;5
CONFIG_SND_USB_US122L                                           ;5
CONFIG_SND_USB_6FIRE                                            ;6
CONFIG_SND_USB_LINE6                                            ;6
CONFIG_SND_USB_VARIAX                                           ;4
CONFIG_SND_SOC_COMPRESS                                         ;12
CONFIG_SND_SOC_TOPOLOGY                                         ;10
CONFIG_SND_SOC_ADI                                              ;3
CONFIG_SND_SOC_ADI_AXI_I2S                                      ;2
CONFIG_SND_ATMEL_SOC_DMA                                        ;5
CONFIG_SND_ATMEL_SOC_SSC_DMA                                    ;5
CONFIG_SND_ATMEL_SOC_SSC                                        ;5
CONFIG_SND_ATMEL_SOC_WM8904                                     ;2
CONFIG_SND_AT91_SOC_SAM9X5_WM8731                               ;4
CONFIG_SND_ATMEL_SOC_CLASSD                                     ;3
CONFIG_SND_ATMEL_SOC_PDMIC                                      ;4
CONFIG_SND_BCM2835_SOC_I2S                                      ;7
CONFIG_SND_SOC_CYGNUS                                           ;4
CONFIG_SND_SOC_IMX_PCM_DMA                                      ;5
CONFIG_SND_IMX_SOC                                              ;5
CONFIG_SND_SOC_IMX_ES8328                                       ;1
CONFIG_SND_SOC_IMX_SGTL5000                                     ;3
CONFIG_SND_SOC_IMX_SPDIF                                        ;5
CONFIG_SND_SOC_FSL_ASOC_CARD                                    ;1
CONFIG_SND_I2S_HI6210_I2S                                       ;13
CONFIG_SND_JZ4740_SOC                                           ;5
CONFIG_SND_JZ4740_SOC_I2S                                       ;3
CONFIG_SND_JZ4740_SOC_QI_LB60                                   ;3
CONFIG_SND_KIRKWOOD_SOC                                         ;7
CONFIG_SND_KIRKWOOD_SOC_ARMADA370_DB                            ;5
CONFIG_SND_SOC_IMG                                              ;17
CONFIG_SND_SOC_IMG_I2S_IN                                       ;12
CONFIG_SND_SOC_IMG_I2S_OUT                                      ;11
CONFIG_SND_SOC_IMG_SPDIF_IN                                     ;11
CONFIG_SND_SOC_IMG_SPDIF_OUT                                    ;8
CONFIG_SND_SOC_IMG_PISTACHIO_INTERNAL_DAC                       ;13
CONFIG_SND_MFLD_MACHINE                                         ;1
CONFIG_SND_SST_ATOM_HIFI2_PLATFORM                              ;9
CONFIG_SND_SST_IPC                                              ;9
CONFIG_SND_SST_IPC_PCI                                          ;1
CONFIG_SND_SST_IPC_ACPI                                         ;9
CONFIG_SND_SOC_INTEL_SST                                        ;10
CONFIG_SND_SOC_INTEL_SST_FIRMWARE                               ;5
CONFIG_SND_SOC_INTEL_SST_ACPI                                   ;10
CONFIG_SND_SOC_INTEL_SST_MATCH                                  ;10
CONFIG_SND_SOC_INTEL_HASWELL                                    ;5
CONFIG_SND_SOC_INTEL_BXT_DA7219_MAX98357A_MACH                  ;8
CONFIG_SND_SOC_INTEL_BXT_RT298_MACH                             ;5
CONFIG_SND_SOC_INTEL_BROADWELL_MACH                             ;4
CONFIG_SND_SOC_INTEL_BYTCR_RT5640_MACH                          ;7
CONFIG_SND_SOC_INTEL_BYTCR_RT5651_MACH                          ;8
CONFIG_SND_SOC_INTEL_CHT_BSW_MAX98090_TI_MACH                   ;6
CONFIG_SND_SOC_INTEL_BYT_CHT_DA7213_MACH                        ;6
CONFIG_SND_SOC_INTEL_BYT_CHT_ES8316_MACH                        ;4
CONFIG_SND_SOC_INTEL_KBL_RT5663_MAX98927_MACH                   ;7
CONFIG_SND_SOC_INTEL_KBL_RT5663_RT5514_MAX98927_MACH            ;4
CONFIG_SND_SOC_INTEL_SKYLAKE                                    ;10
CONFIG_SND_SOC_INTEL_SKL_NAU88L25_SSM4567_MACH                  ;5
CONFIG_SND_SOC_INTEL_SKL_NAU88L25_MAX98357A_MACH                ;4
CONFIG_SND_PXA2XX_SOC                                           ;5
CONFIG_SND_SOC_QCOM                                             ;5
CONFIG_SND_SOC_LPASS_CPU                                        ;5
CONFIG_SND_SOC_LPASS_PLATFORM                                   ;5
CONFIG_SND_SOC_LPASS_IPQ806X                                    ;5
CONFIG_SND_SOC_LPASS_APQ8016                                    ;3
CONFIG_SND_SOC_STORM                                            ;5
CONFIG_SND_SOC_APQ8016_SBC                                      ;3
CONFIG_SND_SOC_ROCKCHIP                                         ;7
CONFIG_SND_SOC_ROCKCHIP_I2S                                     ;5
CONFIG_SND_SOC_ROCKCHIP_PDM                                     ;5
CONFIG_SND_SOC_ROCKCHIP_MAX98090                                ;4
CONFIG_SND_SOC_ROCKCHIP_RT5645                                  ;5
CONFIG_SND_SOC_SAMSUNG                                          ;3
CONFIG_SND_SAMSUNG_SPDIF                                        ;3
CONFIG_SND_SAMSUNG_I2S                                          ;3
CONFIG_SND_SOC_SAMSUNG_SMDK_WM8580                              ;3
CONFIG_SND_SOC_SAMSUNG_SMDK_WM8994                              ;3
CONFIG_SND_SOC_SMARTQ                                           ;2
CONFIG_SND_SOC_SPEYSIDE                                         ;1
CONFIG_SND_SOC_BELLS                                            ;1
CONFIG_SND_SOC_LITTLEMILL                                       ;2
CONFIG_SND_SOC_SAMSUNG_TM2_WM5110                               ;1
CONFIG_SND_SOC_SH4_FSI                                          ;5
CONFIG_SND_SOC_RCAR                                             ;4
CONFIG_SND_SOC_SIRF                                             ;4
CONFIG_SND_SOC_STI                                              ;5
CONFIG_SND_SOC_STM32_I2S                                        ;4
CONFIG_SND_SUN4I_CODEC                                          ;4
CONFIG_SND_SUN8I_CODEC_ANALOG                                   ;6
CONFIG_SND_SUN4I_I2S                                            ;5
CONFIG_SND_SUN4I_SPDIF                                          ;4
CONFIG_SND_SOC_TEGRA                                            ;5
CONFIG_SND_SOC_TEGRA_WM8753                                     ;4
CONFIG_SND_SOC_TEGRA_RT5677                                     ;5
CONFIG_SND_SOC_TEGRA_SGTL5000                                   ;5
CONFIG_ZX_SPDIF                                                 ;5
CONFIG_ZX_TDM                                                   ;12
CONFIG_SND_SOC_ALL_CODECS                                       ;7
CONFIG_SND_SOC_ARIZONA                                          ;4
CONFIG_SND_SOC_WM_HUBS                                          ;7
CONFIG_SND_SOC_WM_ADSP                                          ;7
CONFIG_SND_SOC_AB8500_CODEC                                     ;5
CONFIG_SND_SOC_AD1836                                           ;2
CONFIG_SND_SOC_AD193X                                           ;7
CONFIG_SND_SOC_AD193X_SPI                                       ;2
CONFIG_SND_SOC_AD193X_I2C                                       ;7
CONFIG_SND_SOC_AD1980                                           ;7
CONFIG_SND_SOC_AD73311                                          ;7
CONFIG_SND_SOC_ADAU1373                                         ;7
CONFIG_SND_SOC_ADAU1761_SPI                                     ;3
CONFIG_SND_SOC_ADAU1781                                         ;7
CONFIG_SND_SOC_ADAU1781_I2C                                     ;7
CONFIG_SND_SOC_ADAU1781_SPI                                     ;2
CONFIG_SND_SOC_ADAU1977                                         ;7
CONFIG_SND_SOC_ADAU1977_SPI                                     ;2
CONFIG_SND_SOC_ADAU1977_I2C                                     ;7
CONFIG_SND_SOC_ADAV80X                                          ;7
CONFIG_SND_SOC_ADAV801                                          ;2
CONFIG_SND_SOC_ADAV803                                          ;7
CONFIG_SND_SOC_ADS117X                                          ;7
CONFIG_SND_SOC_AK4104                                           ;5
CONFIG_SND_SOC_AK4535                                           ;7
CONFIG_SND_SOC_AK4554                                           ;15
CONFIG_SND_SOC_AK4641                                           ;7
CONFIG_SND_SOC_AK4642                                           ;16
CONFIG_SND_SOC_AK4671                                           ;7
CONFIG_SND_SOC_AK5386                                           ;17
CONFIG_SND_SOC_ALC5632                                          ;7
CONFIG_SND_SOC_CQ0093VC                                         ;7
CONFIG_SND_SOC_CS42L42                                          ;15
CONFIG_SND_SOC_CS4265                                           ;14
CONFIG_SND_SOC_CS4271                                           ;14
CONFIG_SND_SOC_CS4271_I2C                                       ;14
CONFIG_SND_SOC_CS4271_SPI                                       ;3
CONFIG_SND_SOC_CS4349                                           ;18
CONFIG_SND_SOC_JZ4740_CODEC                                     ;7
CONFIG_SND_SOC_L3                                               ;7
CONFIG_SND_SOC_DA7210                                           ;7
CONFIG_SND_SOC_DA7213                                           ;9
CONFIG_SND_SOC_DA7218                                           ;7
CONFIG_SND_SOC_DA7219                                           ;12
CONFIG_SND_SOC_DA732X                                           ;7
CONFIG_SND_SOC_DA9055                                           ;7
CONFIG_SND_SOC_DMIC                                             ;13
CONFIG_SND_SOC_ES7134                                           ;15
CONFIG_SND_SOC_ES8328                                           ;15
CONFIG_SND_SOC_ES8328_I2C                                       ;13
CONFIG_SND_SOC_ES8328_SPI                                       ;6
CONFIG_SND_SOC_HDAC_HDMI                                        ;13
CONFIG_SND_SOC_ICS43432                                         ;7
CONFIG_SND_SOC_INNO_RK3036                                      ;16
CONFIG_SND_SOC_ISABELLE                                         ;7
CONFIG_SND_SOC_LM49453                                          ;7
CONFIG_SND_SOC_MAX98088                                         ;7
CONFIG_SND_SOC_MAX98090                                         ;10
CONFIG_SND_SOC_MAX98095                                         ;7
CONFIG_SND_SOC_MAX98357A                                        ;12
CONFIG_SND_SOC_MAX98371                                         ;7
CONFIG_SND_SOC_MAX9867                                          ;7
CONFIG_SND_SOC_MAX98925                                         ;7
CONFIG_SND_SOC_MAX98926                                         ;7
CONFIG_SND_SOC_MAX9850                                          ;7
CONFIG_SND_SOC_MSM8916_WCD_ANALOG                               ;12
CONFIG_SND_SOC_PCM179X                                          ;14
CONFIG_SND_SOC_PCM179X_I2C                                      ;14
CONFIG_SND_SOC_PCM179X_SPI                                      ;3
CONFIG_SND_SOC_PCM3008                                          ;7
CONFIG_SND_SOC_PCM3168A_SPI                                     ;4
CONFIG_SND_SOC_PCM5102A                                         ;7
CONFIG_SND_SOC_PCM512x_SPI                                      ;3
CONFIG_SND_SOC_RL6231                                           ;18
CONFIG_SND_SOC_RL6347A                                          ;13
CONFIG_SND_SOC_RT286                                            ;13
CONFIG_SND_SOC_RT298                                            ;11
CONFIG_SND_SOC_RT5514                                           ;10
CONFIG_SND_SOC_RT5616                                           ;17
CONFIG_SND_SOC_RT5640                                           ;11
CONFIG_SND_SOC_RT5645                                           ;10
CONFIG_SND_SOC_RT5651                                           ;11
CONFIG_SND_SOC_RT5659                                           ;7
CONFIG_SND_SOC_RT5660                                           ;7
CONFIG_SND_SOC_RT5663                                           ;10
CONFIG_SND_SOC_RT5665                                           ;7
CONFIG_SND_SOC_RT5670                                           ;9
CONFIG_SND_SOC_RT5677                                           ;8
CONFIG_SND_SOC_RT5677_SPI                                       ;2
CONFIG_SND_SOC_SI476X                                           ;5
CONFIG_SND_SOC_SN95031                                          ;1
CONFIG_SND_SOC_SPDIF                                            ;16
CONFIG_SND_SOC_SSM2518                                          ;7
CONFIG_SND_SOC_SSM2602_SPI                                      ;6
CONFIG_SND_SOC_SSM4567                                          ;17
CONFIG_SND_SOC_STA350                                           ;13
CONFIG_SND_SOC_STA529                                           ;7
CONFIG_SND_SOC_STAC9766                                         ;7
CONFIG_SND_SOC_TAS571X                                          ;18
CONFIG_SND_SOC_TAS5720                                          ;16
CONFIG_SND_SOC_TLV320AIC23_SPI                                  ;3
CONFIG_SND_SOC_TLV320AIC26                                      ;2
CONFIG_SND_SOC_TLV320AIC32X4                                    ;7
CONFIG_SND_SOC_TLV320AIC32X4_I2C                                ;7
CONFIG_SND_SOC_TLV320AIC32X4_SPI                                ;2
CONFIG_SND_SOC_TLV320DAC33                                      ;7
CONFIG_SND_SOC_TWL6040                                          ;4
CONFIG_SND_SOC_UDA134X                                          ;7
CONFIG_SND_SOC_UDA1380                                          ;7
CONFIG_SND_SOC_WL1273                                           ;7
CONFIG_SND_SOC_WM0010                                           ;2
CONFIG_SND_SOC_WM1250_EV1                                       ;7
CONFIG_SND_SOC_WM2000                                           ;7
CONFIG_SND_SOC_WM2200                                           ;7
CONFIG_SND_SOC_WM5100                                           ;7
CONFIG_SND_SOC_WM5102                                           ;3
CONFIG_SND_SOC_WM5110                                           ;3
CONFIG_SND_SOC_WM8400                                           ;2
CONFIG_SND_SOC_WM8727                                           ;7
CONFIG_SND_SOC_WM8737                                           ;15
CONFIG_SND_SOC_WM8741                                           ;16
CONFIG_SND_SOC_WM8753                                           ;17
CONFIG_SND_SOC_WM8770                                           ;5
CONFIG_SND_SOC_WM8776                                           ;17
CONFIG_SND_SOC_WM8782                                           ;7
CONFIG_SND_SOC_WM8804_SPI                                       ;5
CONFIG_SND_SOC_WM8900                                           ;7
CONFIG_SND_SOC_WM8904                                           ;7
CONFIG_SND_SOC_WM8940                                           ;7
CONFIG_SND_SOC_WM8955                                           ;7
CONFIG_SND_SOC_WM8960                                           ;18
CONFIG_SND_SOC_WM8961                                           ;7
CONFIG_SND_SOC_WM8962                                           ;14
CONFIG_SND_SOC_WM8971                                           ;7
CONFIG_SND_SOC_WM8983                                           ;7
CONFIG_SND_SOC_WM8988                                           ;7
CONFIG_SND_SOC_WM8990                                           ;7
CONFIG_SND_SOC_WM8991                                           ;7
CONFIG_SND_SOC_WM8993                                           ;7
CONFIG_SND_SOC_WM8994                                           ;6
CONFIG_SND_SOC_WM8995                                           ;7
CONFIG_SND_SOC_WM8996                                           ;7
CONFIG_SND_SOC_WM8997                                           ;1
CONFIG_SND_SOC_WM9081                                           ;7
CONFIG_SND_SOC_WM9090                                           ;7
CONFIG_SND_SOC_WM9705                                           ;7
CONFIG_SND_SOC_WM9712                                           ;7
CONFIG_SND_SOC_WM9713                                           ;7
CONFIG_SND_SOC_LM4857                                           ;7
CONFIG_SND_SOC_MAX9768                                          ;7
CONFIG_SND_SOC_MAX9877                                          ;7
CONFIG_SND_SOC_MC13783                                          ;5
CONFIG_SND_SOC_ML26124                                          ;7
CONFIG_SND_SOC_NAU8810                                          ;11
CONFIG_SND_SOC_NAU8825                                          ;10
CONFIG_SND_SIMPLE_SCU_CARD                                      ;5
CONFIG_HDMI_LPE_AUDIO                                           ;6
CONFIG_HID_APPLEIR                                              ;20
CONFIG_HID_BETOP_FF                                             ;21
CONFIG_HID_CHICONY                                              ;55
CONFIG_HID_CORSAIR                                              ;32
CONFIG_HID_CMEDIA                                               ;54
CONFIG_HID_ELO                                                  ;20
CONFIG_HID_EZKEY                                                ;58
CONFIG_HID_HOLTEK                                               ;23
CONFIG_HID_GT683R                                               ;21
CONFIG_HID_NTRIG                                                ;22
CONFIG_HID_PENMOUNT                                             ;21
CONFIG_HID_PETALYNX                                             ;52
CONFIG_HID_RETRODE                                              ;17
CONFIG_HID_ROCCAT                                               ;20
CONFIG_HID_SMARTJOYPLUS                                         ;61
CONFIG_SMARTJOYPLUS_FF                                          ;31
CONFIG_HID_WIIMOTE                                              ;54
CONFIG_HID_ZEROPLUS                                             ;57
CONFIG_ZEROPLUS_FF                                              ;32
CONFIG_USB_HID                                                  ;31
CONFIG_HID_PID                                                  ;23
CONFIG_USB_HIDDEV                                               ;11
CONFIG_I2C_HID                                                  ;65
CONFIG_INTEL_ISH_HID                                            ;30
CONFIG_USB_SUPPORT                                              ;51
CONFIG_USB_COMMON                                               ;51
CONFIG_USB_ARCH_HAS_HCD                                         ;51
CONFIG_USB                                                      ;50
CONFIG_USB_ANNOUNCE_NEW_DEVICES                                 ;24
CONFIG_USB_DEFAULT_PERSIST                                      ;20
CONFIG_USB_OTG_WHITELIST                                        ;27
CONFIG_USB_LEDS_TRIGGER_USBPORT                                 ;28
CONFIG_USB_MON                                                  ;31
CONFIG_USB_WUSB                                                 ;31
CONFIG_USB_WUSB_CBAF                                            ;36
CONFIG_USB_C67X00_HCD                                           ;32
CONFIG_USB_XHCI_HCD                                             ;38
CONFIG_USB_XHCI_PLATFORM                                        ;37
CONFIG_USB_XHCI_MTK                                             ;18
CONFIG_USB_XHCI_MVEBU                                           ;13
CONFIG_USB_XHCI_RCAR                                            ;17
CONFIG_USB_OXU210HP_HCD                                         ;30
CONFIG_USB_ISP116X_HCD                                          ;31
CONFIG_USB_ISP1362_HCD                                          ;30
CONFIG_USB_FOTG210_HCD                                          ;29
CONFIG_USB_OHCI_HCD                                             ;35
CONFIG_USB_OHCI_HCD_SSB                                         ;13
CONFIG_USB_OHCI_HCD_PLATFORM                                    ;32
CONFIG_USB_U132_HCD                                             ;22
CONFIG_USB_R8A66597_HCD                                         ;37
CONFIG_USB_RENESAS_USBHS_HCD                                    ;5
CONFIG_USB_HWA_HCD                                              ;21
CONFIG_USB_HCD_SSB                                              ;28
CONFIG_USB_HCD_TEST_MODE                                        ;22
CONFIG_USB_RENESAS_USBHS                                        ;12
CONFIG_USB_PRINTER                                              ;37
CONFIG_USB_WDM                                                  ;33
CONFIG_USB_TMC                                                  ;33
CONFIG_USB_MDC800                                               ;35
CONFIG_USBIP_CORE                                               ;15
CONFIG_USBIP_HOST                                               ;12
CONFIG_USB_MUSB_HDRC                                            ;34
CONFIG_USB_MUSB_GADGET                                          ;11
CONFIG_USB_MUSB_TUSB6010                                        ;6
CONFIG_USB_MUSB_DSPS                                            ;6
CONFIG_USB_MUSB_UX500                                           ;10
CONFIG_USB_MUSB_AM335X_CHILD                                    ;6
CONFIG_USB_UX500_DMA                                            ;3
CONFIG_USB_DWC3                                                 ;36
CONFIG_USB_DWC3_ULPI                                            ;10
CONFIG_USB_DWC3_GADGET                                          ;10
CONFIG_USB_DWC3_EXYNOS                                          ;11
CONFIG_USB_DWC3_ST                                              ;10
CONFIG_USB_CHIPIDEA                                             ;32
CONFIG_USB_CHIPIDEA_OF                                          ;20
CONFIG_USB_CHIPIDEA_UDC                                         ;15
CONFIG_USB_ISP1760                                              ;30
CONFIG_USB_ISP1760_HCD                                          ;24
CONFIG_USB_ISP1761_UDC                                          ;12
CONFIG_USB_ISP1760_DUAL_ROLE                                    ;6
CONFIG_USB_ADUTUX                                               ;29
CONFIG_USB_SEVSEG                                               ;36
CONFIG_USB_RIO500                                               ;36
CONFIG_USB_LCD                                                  ;25
CONFIG_USB_CYPRESS_CY7C63                                       ;34
CONFIG_USB_CYTHERM                                              ;30
CONFIG_USB_FTDI_ELAN                                            ;28
CONFIG_USB_SISUSBVGA                                            ;27
CONFIG_USB_LD                                                   ;33
CONFIG_USB_TRANCEVIBRATOR                                       ;30
CONFIG_USB_IOWARRIOR                                            ;33
CONFIG_USB_EHSET_TEST_FIXTURE                                   ;31
CONFIG_USB_EZUSB_FX2                                            ;42
CONFIG_USB_HUB_USB251XB                                         ;35
CONFIG_USB_HSIC_USB3503                                         ;33
CONFIG_USB_LINK_LAYER_TEST                                      ;32
CONFIG_USB_PHY                                                  ;50
CONFIG_NOP_USB_XCEIV                                            ;34
CONFIG_AM335X_CONTROL_USB                                       ;13
CONFIG_AM335X_PHY_USB                                           ;13
CONFIG_USB_GPIO_VBUS                                            ;36
CONFIG_TAHVO_USB                                                ;23
CONFIG_USB_ISP1301                                              ;26
CONFIG_USB_MSM_OTG                                              ;12
CONFIG_USB_GADGET                                               ;37
CONFIG_USB_GADGET_DEBUG_FILES                                   ;8
CONFIG_USB_GADGET_DEBUG_FS                                      ;16
CONFIG_USB_GADGET_VBUS_DRAW                                     ;37
CONFIG_USB_GADGET_STORAGE_NUM_BUFFERS                           ;37
CONFIG_USB_R8A66597                                             ;28
CONFIG_USB_RENESAS_USBHS_UDC                                    ;7
CONFIG_USB_RENESAS_USB3                                         ;14
CONFIG_USB_PXA27X                                               ;27
CONFIG_USB_MV_U3D                                               ;26
CONFIG_USB_SNP_CORE                                             ;22
CONFIG_USB_SNP_UDC_PLAT                                         ;18
CONFIG_USB_M66592                                               ;21
CONFIG_USB_BDC_UDC                                              ;23
CONFIG_USB_NET2272                                              ;25
CONFIG_USB_DUMMY_HCD                                            ;26
CONFIG_TYPEC                                                    ;31
CONFIG_TYPEC_UCSI                                               ;25
CONFIG_USB_LED_TRIG                                             ;23
CONFIG_USB_ULPI_BUS                                             ;37
CONFIG_UWB_HWA                                                  ;28
CONFIG_PWRSEQ_EMMC                                              ;20
CONFIG_MMC_WBSD                                                 ;31
CONFIG_MMC_SDRICOH_CS                                           ;12
CONFIG_MMC_CB710                                                ;22
CONFIG_MMC_VIA_SDMMC                                            ;22
CONFIG_MMC_DW_PCI                                               ;7
CONFIG_MMC_VUB300                                               ;15
CONFIG_MMC_USDHI6ROL0                                           ;39
CONFIG_MMC_REALTEK_PCI                                          ;18
CONFIG_MEMSTICK_TIFM_MS                                         ;31
CONFIG_MEMSTICK_JMICRON_38X                                     ;27
CONFIG_MEMSTICK_R592                                            ;27
CONFIG_MEMSTICK_REALTEK_PCI                                     ;15
CONFIG_LEDS_AAT1290                                             ;8
CONFIG_LEDS_BCM6358                                             ;35
CONFIG_LEDS_CPCAP                                               ;11
CONFIG_LEDS_LM3530                                              ;77
CONFIG_LEDS_LM3642                                              ;63
CONFIG_LEDS_PCA9532                                             ;58
CONFIG_LEDS_PCA9532_GPIO                                        ;33
CONFIG_LEDS_LP5562                                              ;60
CONFIG_LEDS_LP8788                                              ;33
CONFIG_LEDS_TLC591XX                                            ;71
CONFIG_LEDS_NIC78BX                                             ;25
CONFIG_LEDS_TRIGGER_CPU                                         ;46
CONFIG_EDAC                                                     ;45
CONFIG_EDAC_AMD76X                                              ;9
CONFIG_EDAC_E7XXX                                               ;9
CONFIG_EDAC_E752X                                               ;23
CONFIG_EDAC_I82975X                                             ;15
CONFIG_EDAC_I3200                                               ;17
CONFIG_EDAC_X38                                                 ;18
CONFIG_EDAC_I5400                                               ;21
CONFIG_EDAC_I82860                                              ;7
CONFIG_EDAC_I5000                                               ;22
CONFIG_EDAC_I7300                                               ;16
CONFIG_RTC_INTF_DEV                                             ;17
CONFIG_RTC_DRV_ABX80X                                           ;32
CONFIG_RTC_DRV_DS1672                                           ;28
CONFIG_RTC_DRV_HYM8563                                          ;17
CONFIG_RTC_DRV_MAX6900                                          ;21
CONFIG_RTC_DRV_MAX8907                                          ;28
CONFIG_RTC_DRV_MAX8998                                          ;8
CONFIG_RTC_DRV_RS5C372                                          ;26
CONFIG_RTC_DRV_RV8803                                           ;28
CONFIG_RTC_DRV_M41T94                                           ;12
CONFIG_RTC_DRV_DS1390                                           ;13
CONFIG_RTC_DRV_MAX6916                                          ;10
CONFIG_RTC_DRV_VRTC                                             ;3
CONFIG_RTC_DRV_DS17285                                          ;5
CONFIG_RTC_DS1685_PROC_REGS                                     ;10
CONFIG_RTC_DRV_DA9063                                           ;22
CONFIG_RTC_DRV_M48T86                                           ;26
CONFIG_RTC_DRV_M48T35                                           ;27
CONFIG_RTC_DRV_PCF50633                                         ;24
CONFIG_RTC_DRV_DAVINCI                                          ;13
CONFIG_RTC_DRV_DIGICOLOR                                        ;12
CONFIG_RTC_DRV_VR41XX                                           ;16
CONFIG_RTC_DRV_SUN6I                                            ;10
CONFIG_RTC_DRV_MV                                               ;13
CONFIG_RTC_DRV_ARMADA38X                                        ;19
CONFIG_RTC_DRV_COH901331                                        ;14
CONFIG_RTC_DRV_MC13XXX                                          ;21
CONFIG_RTC_DRV_LPC24XX                                          ;11
CONFIG_RTC_DRV_LPC32XX                                          ;18
CONFIG_RTC_DRV_MT6397                                           ;23
CONFIG_RTC_DRV_HID_SENSOR_TIME                                  ;12
CONFIG_DMA_ACPI                                                 ;26
CONFIG_DMA_OF                                                   ;37
CONFIG_DMA_JZ4740                                               ;24
CONFIG_DMA_JZ4780                                               ;21
CONFIG_DMA_OMAP                                                 ;21
CONFIG_DMA_SUN6I                                                ;22
CONFIG_EP93XX_DMA                                               ;17
CONFIG_MV_XOR                                                   ;11
CONFIG_NBPFAXI_DMA                                              ;21
CONFIG_PCH_DMA                                                  ;17
CONFIG_TI_DMA_CROSSBAR                                          ;28
CONFIG_DW_DMAC_PCI                                              ;29
CONFIG_AUXDISPLAY                                               ;51
CONFIG_CHARLCD                                                  ;75
CONFIG_HD44780                                                  ;41
CONFIG_IMG_ASCII_LCD                                            ;30
CONFIG_UIO_CIF                                                  ;32
CONFIG_UIO_DMEM_GENIRQ                                          ;43
CONFIG_UIO_AEC                                                  ;30
CONFIG_UIO_SERCOS3                                              ;26
CONFIG_UIO_PCI_GENERIC                                          ;27
CONFIG_UIO_MF624                                                ;23
CONFIG_VFIO_IOMMU_TYPE1                                         ;11
CONFIG_VFIO                                                     ;11
CONFIG_VFIO_NOIOMMU                                             ;4
CONFIG_VFIO_MDEV                                                ;6
CONFIG_VFIO_MDEV_DEVICE                                         ;5
CONFIG_VIRT_DRIVERS                                             ;56
CONFIG_ACERHDF                                                  ;21
CONFIG_ALIENWARE_WMI                                            ;14
CONFIG_DELL_WMI_AIO                                             ;11
CONFIG_DELL_SMO8800                                             ;16
CONFIG_FUJITSU_LAPTOP                                           ;16
CONFIG_TC1100_WMI                                               ;7
CONFIG_HP_WIRELESS                                              ;19
CONFIG_HP_WMI                                                   ;17
CONFIG_PANASONIC_LAPTOP                                         ;15
CONFIG_COMPAL_LAPTOP                                            ;4
CONFIG_SONY_LAPTOP                                              ;3
CONFIG_SONYPI_COMPAT                                            ;1
CONFIG_THINKPAD_ACPI                                            ;21
CONFIG_THINKPAD_ACPI_DEBUG                                      ;13
CONFIG_THINKPAD_ACPI_VIDEO                                      ;11
CONFIG_INTEL_MENLOW                                             ;13
CONFIG_EEEPC_LAPTOP                                             ;7
CONFIG_ACPI_WMI                                                 ;23
CONFIG_PEAQ_WMI                                                 ;20
CONFIG_TOPSTAR_LAPTOP                                           ;19
CONFIG_TOSHIBA_BT_RFKILL                                        ;15
CONFIG_TOSHIBA_HAPS                                             ;21
CONFIG_INTEL_CHT_INT33FE                                        ;18
CONFIG_INTEL_VBTN                                               ;19
CONFIG_INTEL_SCU_IPC                                            ;9
CONFIG_INTEL_SCU_IPC_UTIL                                       ;5
CONFIG_INTEL_MID_POWER_BUTTON                                   ;5
CONFIG_INTEL_MFLD_THERMAL                                       ;8
CONFIG_INTEL_IMR                                                ;2
CONFIG_INTEL_PMC_CORE                                           ;14
CONFIG_IBM_RTL                                                  ;21
CONFIG_XO15_EBOOK                                               ;7
CONFIG_MXM_WMI                                                  ;20
CONFIG_SAMSUNG_Q10                                              ;17
CONFIG_APPLE_GMUX                                               ;19
CONFIG_INTEL_SMARTCONNECT                                       ;21
CONFIG_PVPANIC                                                  ;21
CONFIG_INTEL_PMC_IPC                                            ;18
CONFIG_INTEL_BXTWC_PMIC_TMU                                     ;9
CONFIG_SURFACE_PRO3_BUTTON                                      ;14
CONFIG_PMC_ATOM                                                 ;58
