#feature                                                         ;occurence
CONFIG_HW_RANDOM                                                ;71
CONFIG_HW_RANDOM_VIA                                            ;52
CONFIG_HW_RANDOM_VIRTIO                                         ;49
CONFIG_HW_RANDOM_TPM                                            ;30
CONFIG_NVRAM                                                    ;75
CONFIG_R3964                                                    ;40
CONFIG_MWAVE                                                    ;42
CONFIG_SCx200_GPIO                                              ;17
CONFIG_PC8736x_GPIO                                             ;33
CONFIG_NSC_GPIO                                                 ;42
CONFIG_RAW_DRIVER                                               ;38
CONFIG_MAX_RAW_DEVS                                             ;38
CONFIG_HANGCHECK_TIMER                                          ;71
CONFIG_TCG_TPM                                                  ;69
CONFIG_TCG_TIS_CORE                                             ;49
CONFIG_TCG_TIS                                                  ;46
CONFIG_TCG_TIS_I2C_ATMEL                                        ;43
CONFIG_TCG_NSC                                                  ;43
CONFIG_TCG_TIS_ST33ZP24                                         ;50
CONFIG_TCG_TIS_ST33ZP24_I2C                                     ;43
CONFIG_XILLYBUS                                                 ;55
CONFIG_XILLYBUS_OF                                              ;25
CONFIG_I2C                                                      ;98
CONFIG_I2C_BOARDINFO                                            ;98
CONFIG_I2C_COMPAT                                               ;48
CONFIG_I2C_CHARDEV                                              ;70
CONFIG_I2C_MUX                                                  ;87
CONFIG_I2C_MUX_LTC4306                                          ;62
CONFIG_I2C_MUX_PCA9541                                          ;59
CONFIG_I2C_MUX_REG                                              ;54
CONFIG_I2C_HELPER_AUTO                                          ;53
CONFIG_I2C_SMBUS                                                ;92
CONFIG_I2C_ALGOBIT                                              ;98
CONFIG_I2C_CBUS_GPIO                                            ;59
CONFIG_I2C_KEMPLD                                               ;43
CONFIG_I2C_SIMTEC                                               ;71
CONFIG_I2C_XILINX                                               ;63
CONFIG_I2C_PARPORT_LIGHT                                        ;66
CONFIG_I2C_TAOS_EVM                                             ;36
CONFIG_I2C_CROS_EC_TUNNEL                                       ;38
CONFIG_I2C_DEBUG_CORE                                           ;43
CONFIG_I2C_DEBUG_ALGO                                           ;50
CONFIG_I2C_DEBUG_BUS                                            ;50
CONFIG_HSI                                                      ;71
CONFIG_HSI_BOARDINFO                                            ;71
CONFIG_HSI_CHAR                                                 ;50
CONFIG_PPS                                                      ;62
CONFIG_PPS_CLIENT_GPIO                                          ;41
CONFIG_GPIOLIB                                                  ;97
CONFIG_OF_GPIO                                                  ;56
CONFIG_GPIOLIB_IRQCHIP                                          ;97
CONFIG_DEBUG_GPIO                                               ;46
CONFIG_GPIO_SYSFS                                               ;84
CONFIG_GPIO_GENERIC                                             ;96
CONFIG_GPIO_74XX_MMIO                                           ;37
CONFIG_GPIO_DWAPB                                               ;66
CONFIG_GPIO_GENERIC_PLATFORM                                    ;66
CONFIG_GPIO_GRGPIO                                              ;40
CONFIG_GPIO_XILINX                                              ;34
CONFIG_GPIO_IT87                                                ;64
CONFIG_GPIO_SCH311X                                             ;61
CONFIG_GPIO_ADP5588                                             ;60
CONFIG_GPIO_ADNP                                                ;34
CONFIG_GPIO_PCF857X                                             ;65
CONFIG_GPIO_TPIC2810                                            ;61
CONFIG_GPIO_ADP5520                                             ;30
CONFIG_GPIO_ARIZONA                                             ;52
CONFIG_GPIO_DA9052                                              ;42
CONFIG_GPIO_DA9055                                              ;25
CONFIG_GPIO_LP3943                                              ;41
CONFIG_GPIO_TC3589X                                             ;18
CONFIG_GPIO_TPS65086                                            ;38
CONFIG_GPIO_TPS65218                                            ;33
CONFIG_GPIO_TPS65912                                            ;45
CONFIG_GPIO_WM8350                                              ;30
CONFIG_W1                                                       ;91
CONFIG_W1_MASTER_DS2482                                         ;63
CONFIG_W1_MASTER_GPIO                                           ;48
CONFIG_W1_SLAVE_THERM                                           ;62
CONFIG_W1_SLAVE_SMEM                                            ;61
CONFIG_W1_SLAVE_DS2405                                          ;65
CONFIG_W1_SLAVE_DS2408                                          ;61
CONFIG_W1_SLAVE_DS2408_READBACK                                 ;25
CONFIG_W1_SLAVE_DS2413                                          ;67
CONFIG_W1_SLAVE_DS2423                                          ;67
CONFIG_W1_SLAVE_DS2431                                          ;57
CONFIG_W1_SLAVE_DS2433                                          ;64
CONFIG_W1_SLAVE_DS2433_CRC                                      ;31
CONFIG_W1_SLAVE_DS2438                                          ;61
CONFIG_W1_SLAVE_DS2780                                          ;83
CONFIG_W1_SLAVE_DS2781                                          ;85
CONFIG_W1_SLAVE_DS28E04                                         ;61
CONFIG_W1_SLAVE_BQ27000                                         ;61
CONFIG_POWER_AVS                                                ;54
CONFIG_POWER_RESET                                              ;47
CONFIG_POWER_RESET_GPIO                                         ;14
CONFIG_POWER_RESET_LTC2952                                      ;13
CONFIG_POWER_RESET_RESTART                                      ;25
CONFIG_POWER_SUPPLY                                             ;94
CONFIG_PDA_POWER                                                ;66
CONFIG_WM831X_POWER                                             ;41
CONFIG_WM8350_POWER                                             ;32
CONFIG_BATTERY_ACT8945A                                         ;46
CONFIG_BATTERY_DS2780                                           ;60
CONFIG_BATTERY_DS2782                                           ;58
CONFIG_BATTERY_SBS                                              ;53
CONFIG_BATTERY_DA9030                                           ;21
CONFIG_BATTERY_MAX17040                                         ;71
CONFIG_BATTERY_MAX17042                                         ;55
CONFIG_CHARGER_PCF50633                                         ;42
CONFIG_CHARGER_MAX8903                                          ;63
CONFIG_CHARGER_LP8727                                           ;58
CONFIG_CHARGER_GPIO                                             ;69
CONFIG_CHARGER_MANAGER                                          ;40
CONFIG_CHARGER_LTC3651                                          ;57
CONFIG_CHARGER_MAX14577                                         ;42
CONFIG_CHARGER_DETECTOR_MAX14656                                ;36
CONFIG_CHARGER_BQ24190                                          ;63
CONFIG_CHARGER_BQ24257                                          ;52
CONFIG_CHARGER_BQ24735                                          ;55
CONFIG_CHARGER_BQ25890                                          ;66
CONFIG_CHARGER_SMB347                                           ;65
CONFIG_BATTERY_GAUGE_LTC2941                                    ;63
CONFIG_BATTERY_RT5033                                           ;32
CONFIG_CHARGER_RT9455                                           ;63
CONFIG_HWMON                                                    ;98
CONFIG_HWMON_VID                                                ;98
