xp; xp_val; conf; conf_val
FAT_DEFAULT_CODEPAGE; 1; ; 
CYPRESS_FIRMWARE; y; CYPRESS_FIRMWARE; y
FB_SAVAGE; y; FB_SAVAGE; y
FB_SAVAGE_I2C; y; FB_SAVAGE_I2C; y
SND_SOC_RT5645; y; SND_SOC_RT5645; y
BLK_DEV_IDEPCI; y; BLK_DEV_IDEPCI; y
FB_VOODOO1; y; FB_VOODOO1; y
COMEDI_NI_660X; y; COMEDI_NI_660X; y
IBM_EMAC_TXB; 0; ; 
MX3_IPU_IRQS; 2; ; 
JFFS2_FS_DEBUG; 0; ; 
RT2X00_LIB_PCI; y; RT2X00_LIB_PCI; y
NFC_MRVL; y; NFC_MRVL; y
SND_SOC_CS4270; y; SND_SOC_CS4270; y
SND_SOC_CS42XX8; y; SND_SOC_CS42XX8; y
SND_RIPTIDE; y; SND_RIPTIDE; y
SND_SOC_AK4642; y; SND_SOC_AK4642; y
HYPERV_TSCPAGE; y; HYPERV_TSCPAGE; y
SND_SOC_MC13783; y; SND_SOC_MC13783; y
DVB_HORUS3A; y; DVB_HORUS3A; y
DVB_NETUP_UNIDVB; y; DVB_NETUP_UNIDVB; y
COMEDI_NI_MIO_CS; y; COMEDI_NI_MIO_CS; y
X86_MCE; y; X86_MCE; y
X86_SUPPORTS_MEMORY_FAILURE; y; X86_SUPPORTS_MEMORY_FAILURE; y
SND_SOC_WM8770; y; SND_SOC_WM8770; y
ARM_GIC_MAX_NR; 0; ARM_GIC_MAX_NR; 1
DRM_I2C_ADV7533; y; DRM_I2C_ADV7533; y
GENERIC_CLOCKEVENTS_BROADCAST; y; GENERIC_CLOCKEVENTS_BROADCAST; y
DEFAULT_MMAP_MIN_ADDR; 0; DEFAULT_MMAP_MIN_ADDR; 0
NOUVEAU_DEBUG; 5; ; 
SND_SOC_TWL4030; y; SND_SOC_TWL4030; y
MFD_TWL4030_AUDIO; y; MFD_TWL4030_AUDIO; y
INPUT_TWL4030_VIBRA; y; INPUT_TWL4030_VIBRA; y
FRAME_WARN; 2048; FRAME_WARN; 2048
CRYPTO_LRW; y; CRYPTO_LRW; y
CRYPTO_CRYPTD; y; CRYPTO_CRYPTD; y
CRYPTO_CTR; y; CRYPTO_CTR; y
CRYPTO_AUTHENC; y; CRYPTO_AUTHENC; y
CRYPTO_CBC; y; CRYPTO_CBC; y
SND_SOC_HDMI_CODEC; y; SND_SOC_HDMI_CODEC; y
DRM_DW_HDMI_I2S_AUDIO; y; DRM_DW_HDMI_I2S_AUDIO; y
FB_BACKLIGHT; y; FB_BACKLIGHT; y
SND_SOC_ARIZONA; y; SND_SOC_ARIZONA; y
SCSI_MPT2SAS_MAX_SGE; 256; SCSI_MPT2SAS_MAX_SGE; 256
GENERIC_IO; y; GENERIC_IO; y
SND_SOC_AD193X_I2C; y; SND_SOC_AD193X_I2C; y
DVB_ZL10039; y; DVB_ZL10039; y
KERNFS; y; KERNFS; y
SND_SOC_WM8955; y; SND_SOC_WM8955; y
SND_SOC_COMPRESS; y; SND_SOC_COMPRESS; y
SND_SOC_WM_ADSP; y; SND_SOC_WM_ADSP; y
CRC_CCITT; y; CRC_CCITT; y
NFC_PN544; y; NFC_PN544; y
PANIC_ON_OOPS_VALUE; 1; PANIC_ON_OOPS_VALUE; 0
HAVE_DYNAMIC_FTRACE_WITH_REGS; y; HAVE_DYNAMIC_FTRACE_WITH_REGS; y
MEDIA_TUNER_XC4000; y; MEDIA_TUNER_XC4000; y
X86_L1_CACHE_SHIFT; 7; X86_L1_CACHE_SHIFT; 6
SPI_OMAP24XX; y; SPI_OMAP24XX; y
SG_SPLIT; y; SG_SPLIT; y
PROC_SYSCTL; y; PROC_SYSCTL; y
IGB; y; IGB; y
FB_DDC; y; FB_DDC; y
WEXT_PRIV; y; WEXT_PRIV; y
MLXSW_SPECTRUM; y; MLXSW_SPECTRUM; y
NET_SWITCHDEV; y; NET_SWITCHDEV; y
MLXSW_PCI; y; MLXSW_PCI; y
ADT7316; y; ADT7316; y
DVB_USB_AF9005; y; DVB_USB_AF9005; y
DVB_TDA8261; y; DVB_TDA8261; y
USB_SERIAL_KEYSPAN_PDA; y; USB_SERIAL_KEYSPAN_PDA; y
MEDIA_TUNER_MT2131; y; MEDIA_TUNER_MT2131; y
ARCH_MIGHT_HAVE_PC_SERIO; y; ARCH_MIGHT_HAVE_PC_SERIO; y
USB_STORAGE_REALTEK; y; USB_STORAGE_REALTEK; y
XFRM_ALGO; y; XFRM_ALGO; y
DVB_VES1X93; y; DVB_VES1X93; y
SMS_USB_DRV; y; SMS_USB_DRV; y
VIDEO_TW9903; y; VIDEO_TW9903; y
RT2X00_LIB_MMIO; y; RT2X00_LIB_MMIO; y
SERIAL_MEN_Z135; y; SERIAL_MEN_Z135; y
CRYPTO_DEV_FSL_CAAM_INTC_COUNT_THLD; 0; ; 
PCI_QUIRKS; y; PCI_QUIRKS; y
ARCH_ENABLE_MEMORY_HOTPLUG; y; ARCH_ENABLE_MEMORY_HOTPLUG; y
X86_CMPXCHG64; y; X86_CMPXCHG64; y
SND_SOC_ADAU_UTILS; y; SND_SOC_ADAU_UTILS; y
SND_SOC_ADAU1373; y; SND_SOC_ADAU1373; y
SND_SOC_ADAU17X1; y; SND_SOC_ADAU17X1; y
XEN_HAVE_VPMU; y; XEN_HAVE_VPMU; y
XEN_PV; y; XEN_PV; y
DW_APB_TIMER; y; DW_APB_TIMER; y
WATCHDOG_CORE; y; WATCHDOG_CORE; y
BCMA_BLOCKIO; y; BCMA_BLOCKIO; y
B43_BCMA_PIO; y; B43_BCMA_PIO; y
I2C_SMBUS; y; ; 
ARCH; ""; ; 
SCSI_FUTURE_DOMAIN; y; SCSI_FUTURE_DOMAIN; y
USBIP_VHCI_HC_PORTS; 15; USBIP_VHCI_HC_PORTS; 15
RTC_MC146818_LIB; y; RTC_MC146818_LIB; y
WEXT_CORE; y; WEXT_CORE; y
WEXT_PROC; y; WEXT_PROC; y
SND_SOC_DA7219; y; SND_SOC_DA7219; y
HAVE_VIRT_CPU_ACCOUNTING_GEN; y; HAVE_VIRT_CPU_ACCOUNTING_GEN; y
I2C_BOARDINFO; y; I2C_BOARDINFO; y
PANIC_TIMEOUT; 1; PANIC_TIMEOUT; 1
DVB_USB_A800; y; DVB_USB_A800; y
ARCH_HAS_REFCOUNT; y; ARCH_HAS_REFCOUNT; y
MAC80211_HAS_RC; y; MAC80211_HAS_RC; y
MAC80211_RC_MINSTREL; y; MAC80211_RC_MINSTREL; y
SND_AT73C213_TARGET_BITRATE; 0; ; 
HAVE_KPROBES_ON_FTRACE; y; HAVE_KPROBES_ON_FTRACE; y
XEN_HAVE_PVMMU; y; XEN_HAVE_PVMMU; y
WIMAX_DEBUG_LEVEL; 0; WIMAX_DEBUG_LEVEL; 0
ARCH_HAS_UBSAN_SANITIZE_ALL; y; ARCH_HAS_UBSAN_SANITIZE_ALL; y
BT_RTL; y; BT_RTL; y
BT_HCIBTUSB_RTL; y; BT_HCIBTUSB_RTL; y
IPV6_ILA; y; IPV6_ILA; y
COMEDI_DAS08_ISA; y; COMEDI_DAS08_ISA; y
FB_MB862XX_PCI_GDC; y; FB_MB862XX_PCI_GDC; y
RCU_FANOUT; 2; ; 
PCI_LABEL; y; PCI_LABEL; y
POSIX_TIMERS; y; POSIX_TIMERS; y
PCI_XEN; y; PCI_XEN; y
RT2X00_LIB; y; RT2X00_LIB; y
RT2X00_LIB_LEDS; y; RT2X00_LIB_LEDS; y
PANEL_PARPORT; 1; PANEL_PARPORT; 1
MAX_STACK_SIZE_MB; 2048; ; 
SND_SOC_ADAU1701; y; SND_SOC_ADAU1701; y
NVME_FABRICS; y; NVME_FABRICS; y
FUSION_MAX_SGE; 128; ; 
SND_SOC_PCM179X; y; SND_SOC_PCM179X; y
SND_SOC_PCM179X_SPI; y; SND_SOC_PCM179X_SPI; y
NET_VENDOR_3COM; y; NET_VENDOR_3COM; y
ATM_FORE200E_TX_RETRY; 16; ; 
HID_SENSOR_ACCEL_3D; y; HID_SENSOR_ACCEL_3D; y
HID_SENSOR_MAGNETOMETER_3D; y; HID_SENSOR_MAGNETOMETER_3D; y
PINCTRL_MSM8X74; y; PINCTRL_MSM8X74; y
SYSFS_SYSCALL; y; SYSFS_SYSCALL; y
RT2800_LIB; y; RT2800_LIB; y
DVB_STV0297; y; DVB_STV0297; y
SND_SOC_WM8510; y; SND_SOC_WM8510; y
CRC32_SARWATE; y; CRC32_SARWATE; y
VIDEO_EM28XX_V4L2; y; VIDEO_EM28XX_V4L2; y
PRINTK_SAFE_LOG_BUF_SHIFT; 1; PRINTK_SAFE_LOG_BUF_SHIFT; 13
CEC_CORE; y; CEC_CORE; y
VIDEO_STI_HDMI_CEC; y; VIDEO_STI_HDMI_CEC; y
VIDEO_ADV7842; y; VIDEO_ADV7842; y
VIDEO_ADV7604; y; VIDEO_ADV7604; y
CEC_NOTIFIER; y; CEC_NOTIFIER; y
XEN_PRIVCMD; y; XEN_PRIVCMD; y
INITRAMFS_ROOT_UID; 0; ; 
HAVE_HARDENED_USERCOPY_ALLOCATOR; y; HAVE_HARDENED_USERCOPY_ALLOCATOR; y
COMEDI_DEFAULT_BUF_MAXSIZE_KB; 20480; COMEDI_DEFAULT_BUF_MAXSIZE_KB; 20480
CRYPTO_AKCIPHER2; y; CRYPTO_AKCIPHER2; y
CRYPTO_AKCIPHER; y; CRYPTO_AKCIPHER; y
HAVE_IOREMAP_PROT; y; HAVE_IOREMAP_PROT; y
SCSI_MESH_SYNC_RATE; 1; ; 
SND_TIMER; y; SND_TIMER; y
SG_POOL; y; SG_POOL; y
DEBUG_PAGEALLOC; y; DEBUG_PAGEALLOC; y
ARCH_SUPPORTS_DEBUG_PAGEALLOC; y; ARCH_SUPPORTS_DEBUG_PAGEALLOC; y
KDB_CONTINUE_CATASTROPHIC; 0; ; 
SND_SOC_TOPOLOGY; y; SND_SOC_TOPOLOGY; y
SND_SOC_INTEL_SKYLAKE; y; SND_SOC_INTEL_SKYLAKE; y
SND_OXFW; y; SND_OXFW; y
IO_DELAY_TYPE_UDELAY; 1; IO_DELAY_TYPE_UDELAY; 2
ARCH_PHYS_ADDR_T_64BIT; y; ARCH_PHYS_ADDR_T_64BIT; y
SND_SOC_RT5663; y; SND_SOC_RT5663; y
SND_SOC_INTEL_KBL_RT5663_RT5514_MAX98927_MACH; y; SND_SOC_INTEL_KBL_RT5663_RT5514_MAX98927_MACH; y
SND_SOC_TLV320AIC23; y; SND_SOC_TLV320AIC23; y
SND_SOC_TLV320AIC23_I2C; y; SND_SOC_TLV320AIC23_I2C; y
CRYPTO_WORKQUEUE; y; CRYPTO_WORKQUEUE; y
CRYPTO_BLKCIPHER2; y; CRYPTO_BLKCIPHER2; y
NFC_MRVL_USB; y; NFC_MRVL_USB; y
SND_DMAENGINE_PCM; y; SND_DMAENGINE_PCM; y
SND_SOC_GENERIC_DMAENGINE_PCM; y; SND_SOC_GENERIC_DMAENGINE_PCM; y
X86_RESERVE_LOW; 64; X86_RESERVE_LOW; 64
ADT7316_SPI; y; ADT7316_SPI; y
DVB_TDA826X; y; DVB_TDA826X; y
GENERIC_ALLOCATOR; y; GENERIC_ALLOCATOR; y
PGTABLE_LEVELS; 5; PGTABLE_LEVELS; 4
LOGO; y; LOGO; y
VIDEO_DM6446_CCDC; y; VIDEO_DM6446_CCDC; y
SND_PS3_DEFAULT_START_DELAY; 2000; ; 
DRM_NXP_PTN3460; y; DRM_NXP_PTN3460; y
SND_SEQ_DEVICE; y; SND_SEQ_DEVICE; y
SND_RAWMIDI; y; SND_RAWMIDI; y
QUOTACTL; y; QUOTACTL; y
SND_SOC_SMDK_WM8994_PCM; y; SND_SOC_SMDK_WM8994_PCM; y
SCSI_NCR53C8XX_DEFAULT_TAGS; 8; ; 
SWIOTLB_XEN; y; SWIOTLB_XEN; y
I2C_BLACKFIN_TWI_CLK_KHZ; 21; ; 
DVB_TDA18271C2DD; y; DVB_TDA18271C2DD; y
RTC_HCTOSYS_DEVICE; ""; ; 
SND_PROC_FS; y; SND_PROC_FS; y
SND_SOC_DA7218; y; SND_SOC_DA7218; y
SCSI_ISCSI_ATTRS; y; SCSI_ISCSI_ATTRS; y
SCSI_CXGB4_ISCSI; y; SCSI_CXGB4_ISCSI; y
SCSI_NCR53C8XX_MAX_TAGS; 32; ; 
SND_SOC_MAX98927; y; SND_SOC_MAX98927; y
SERIAL_CLPS711X_CONSOLE; y; SERIAL_CLPS711X_CONSOLE; y
SERIAL_CLPS711X; y; SERIAL_CLPS711X; y
CRYPTO_ACOMP2; y; CRYPTO_ACOMP2; y
SERIAL_ARC; y; SERIAL_ARC; y
VIDEO_OV7640; y; VIDEO_OV7640; y
FB_VESA; y; FB_VESA; y
VIDEO_VIMC; y; VIDEO_VIMC; y
LOG_BUF_SHIFT; 1; LOG_BUF_SHIFT; 17
BOOTPARAM_HARDLOCKUP_PANIC_VALUE; 1; BOOTPARAM_HARDLOCKUP_PANIC_VALUE; 0
HARDLOCKUP_DETECTOR; y; HARDLOCKUP_DETECTOR; y
DVB_M88RS2000; y; DVB_M88RS2000; y
PCI_DOMAINS; y; PCI_DOMAINS; y
BLK_DEV_BSGLIB; y; BLK_DEV_BSGLIB; y
BLK_SCSI_REQUEST; y; BLK_SCSI_REQUEST; y
BLK_DEV_BSG; y; BLK_DEV_BSG; y
BLK_DEV_IDEDMA; y; BLK_DEV_IDEDMA; y
IDE_TIMINGS; y; IDE_TIMINGS; y
IDE_XFER_MODE; y; IDE_XFER_MODE; y
SND_SOC_WM8903; y; SND_SOC_WM8903; y
VIDEO_SAA6752HS; y; VIDEO_SAA6752HS; y
RWSEM_XCHGADD_ALGORITHM; y; RWSEM_XCHGADD_ALGORITHM; y
ARCH_SUPPORTS_ATOMIC_RMW; y; ARCH_SUPPORTS_ATOMIC_RMW; y
VIDEO_V4L2_TPG; y; VIDEO_V4L2_TPG; y
SND_SEQ_MIDI; y; SND_SEQ_MIDI; y
COMEDI_DAS08; y; COMEDI_DAS08; y
DVB_PLL; y; DVB_PLL; y
DVB_DIB3000MC; y; DVB_DIB3000MC; y
DVB_USB_DIBUSB_MB; y; DVB_USB_DIBUSB_MB; y
HID_PICOLCD_CIR; y; HID_PICOLCD_CIR; y
FB_PS3_DEFAULT_SIZE_M; 9; ; 
DVB_TDA8083; y; DVB_TDA8083; y
SENSORS_LIS3_I2C; y; SENSORS_LIS3_I2C; y
HAVE_HW_BREAKPOINT; y; HAVE_HW_BREAKPOINT; y
CRYPTO_DEV_FSL_CAAM_INTC_TIME_THLD; 2048; ; 
MEDIA_TUNER_MXL301RF; y; MEDIA_TUNER_MXL301RF; y
GPIO_GENERIC; y; GPIO_GENERIC; y
GPIO_SODAVILLE; y; GPIO_SODAVILLE; y
NETFILTER_XT_TARGET_CT; y; NETFILTER_XT_TARGET_CT; y
DVB_A8293; y; DVB_A8293; y
SND_SOC_WM8904; y; SND_SOC_WM8904; y
SND_ATMEL_SOC_WM8904; y; SND_ATMEL_SOC_WM8904; y
SCSI_SYM53C8XX_2; y; SCSI_SYM53C8XX_2; y
MEDIA_TUNER_TDA9887; y; MEDIA_TUNER_TDA9887; y
MEDIA_TUNER_SIMPLE; y; MEDIA_TUNER_SIMPLE; y
KGDB_TESTS_BOOT_STRING; "V1F100"; ; 
SHMEM; y; SHMEM; y
SND_SOC_MAX9867; y; SND_SOC_MAX9867; y
MODULE_SIG_HASH; "sha512"; ; 
IIO_ADIS_LIB_BUFFER; y; IIO_ADIS_LIB_BUFFER; y
ADIS16209; y; ADIS16209; y
SND_SOC_DA7210; y; SND_SOC_DA7210; y
SND_BF5XX_SPORT_NUM; 0; ; 
HAVE_KERNEL_LZMA; y; HAVE_KERNEL_LZMA; y
AIC79XX_CMDS_PER_DEVICE; 32; AIC79XX_CMDS_PER_DEVICE; 32
CFAG12864B_RATE; 20; CFAG12864B_RATE; 20
MEDIA_TUNER_TEA5767; y; MEDIA_TUNER_TEA5767; y
SND_SOC_MAX98371; y; SND_SOC_MAX98371; y
XZ_DEC_ARM; y; XZ_DEC_ARM; y
ARCH_SUPPORTS_NUMA_BALANCING; y; ARCH_SUPPORTS_NUMA_BALANCING; y
SND_SOC_TLV320AIC26; y; SND_SOC_TLV320AIC26; y
SND_MAX_CARDS; 0; SND_MAX_CARDS; 32
X86_DEBUGCTLMSR; y; X86_DEBUGCTLMSR; y
SND_SOC_CS53L30; y; SND_SOC_CS53L30; y
SND_SOC_BT_SCO; y; SND_SOC_BT_SCO; y
ARCH_HAS_ELF_RANDOMIZE; y; ARCH_HAS_ELF_RANDOMIZE; y
SND_SOC_WM8974; y; SND_SOC_WM8974; y
MSNDPIN_CFG; 0x0; ; 
USB_USS720; y; USB_USS720; y
VT_CONSOLE; y; VT_CONSOLE; y
SND_SOC_ADAU1761; y; SND_SOC_ADAU1761; y
SND_SOC_CS35L35; y; SND_SOC_CS35L35; y
SND_SOC_RT5677_SPI; y; SND_SOC_RT5677_SPI; y
RDMA_RXE; y; RDMA_RXE; y
CRYPTO_CRC32; y; CRYPTO_CRC32; y
NET_UDP_TUNNEL; y; NET_UDP_TUNNEL; y
MEDIA_TUNER_MT2266; y; MEDIA_TUNER_MT2266; y
COMEDI_ADDI_WATCHDOG; y; COMEDI_ADDI_WATCHDOG; y
COMEDI_ADDI_APCI_2032; y; COMEDI_ADDI_APCI_2032; y
NETFILTER_XT_TARGET_TEE; y; NETFILTER_XT_TARGET_TEE; y
MODIFY_LDT_SYSCALL; y; MODIFY_LDT_SYSCALL; y
ARCH_SPARSEMEM_DEFAULT; y; ARCH_SPARSEMEM_DEFAULT; y
SPARSEMEM_MANUAL; y; SPARSEMEM_MANUAL; y
USB_CONFIGFS_ACM; y; USB_CONFIGFS_ACM; y
GAMEPORT; y; GAMEPORT; y
ARCH_HAS_ACPI_TABLE_UPGRADE; y; ARCH_HAS_ACPI_TABLE_UPGRADE; y
HAVE_EFFICIENT_UNALIGNED_ACCESS; y; HAVE_EFFICIENT_UNALIGNED_ACCESS; y
CRYPTO_HASH_INFO; y; CRYPTO_HASH_INFO; y
PANEL_BOOT_MESSAGE; ""; ; 
GENERIC_IRQ_SHOW; y; GENERIC_IRQ_SHOW; y
SND_BF5XX_RESET_GPIO_NUM; 1; ; 
DVB_TUNER_DIB0090; y; DVB_TUNER_DIB0090; y
PRINTK_NMI; y; PRINTK_NMI; y
SND_SOC_MAX9768; y; SND_SOC_MAX9768; y
CONTEXT_TRACKING; y; CONTEXT_TRACKING; y
HAVE_FTRACE_MCOUNT_RECORD; y; HAVE_FTRACE_MCOUNT_RECORD; y
DVB_MAX_ADAPTERS; 1; DVB_MAX_ADAPTERS; 1
ARCH_HAS_DEVMEM_IS_ALLOWED; y; ARCH_HAS_DEVMEM_IS_ALLOWED; y
HAVE_PERF_USER_STACK_DUMP; y; HAVE_PERF_USER_STACK_DUMP; y
CRYPTO_GLUE_HELPER_X86; y; CRYPTO_GLUE_HELPER_X86; y
CRYPTO_SERPENT_AVX_X86_64; y; CRYPTO_SERPENT_AVX_X86_64; y
CRYPTO_SERPENT_AVX2_X86_64; y; CRYPTO_SERPENT_AVX2_X86_64; y
CRYPTO_SERPENT_SSE2_X86_64; y; CRYPTO_SERPENT_SSE2_X86_64; y
GENERIC_CPU_VULNERABILITIES; y; GENERIC_CPU_VULNERABILITIES; y
SQUASHFS_FILE_CACHE; y; SQUASHFS_FILE_CACHE; y
SND_MPU401_UART; y; SND_MPU401_UART; y
SND_SOC_WM8776; y; SND_SOC_WM8776; y
HISAX_MAX_CARDS; 1; ; 
HAVE_ACPI_APEI; y; HAVE_ACPI_APEI; y
XEN_ACPI; y; XEN_ACPI; y
SND_SOC_SAMSUNG_SMDK_SPDIF; y; SND_SOC_SAMSUNG_SMDK_SPDIF; y
SND_SOC_WM8983; y; SND_SOC_WM8983; y
VIDEO_VIA_CAMERA; y; VIDEO_VIA_CAMERA; y
MTD_CFI_I4; y; MTD_CFI_I4; y
SND_SOC_AK5386; y; SND_SOC_AK5386; y
USB_PHY; y; USB_PHY; y
DVB_TDA665x; y; DVB_TDA665x; y
IIO_MS_SENSORS_I2C; y; IIO_MS_SENSORS_I2C; y
MEDIA_TUNER_MC44S803; y; MEDIA_TUNER_MC44S803; y
I2C_SI4713; y; I2C_SI4713; y
GENERIC_BUG_RELATIVE_POINTERS; y; GENERIC_BUG_RELATIVE_POINTERS; y
BUG; y; BUG; y
GENERIC_BUG; y; GENERIC_BUG; y
MSNDPIN_IDE_IO1; 0x0; ; 
MTD_NAND_ECC; y; MTD_NAND_ECC; y
NET_RX_BUSY_POLL; y; NET_RX_BUSY_POLL; y
SCSI_SAS_ATTRS; y; SCSI_SAS_ATTRS; y
DVB_ZL10036; y; DVB_ZL10036; y
CRASH_DUMP; y; CRASH_DUMP; y
NF_DUP_IPV4; y; NF_DUP_IPV4; y
MAC80211_RC_DEFAULT; "minstrel"; MAC80211_RC_DEFAULT; "minstrel_ht"
MAC80211_RC_DEFAULT_MINSTREL; y; MAC80211_RC_DEFAULT_MINSTREL; y
GENERIC_EARLY_IOREMAP; y; GENERIC_EARLY_IOREMAP; y
MSNDCLAS_MEM; 0x1; ; 
VIDEO_OV2640; y; VIDEO_OV2640; y
PARMAN; y; PARMAN; y
DMI_SCAN_MACHINE_NON_EFI_FALLBACK; y; DMI_SCAN_MACHINE_NON_EFI_FALLBACK; y
SERIAL_TXX9_NR_UARTS; 6; ; 
PM_CLK; y; PM_CLK; y
UNWINDER_ORC; y; UNWINDER_ORC; y
HAVE_STACK_VALIDATION; y; HAVE_STACK_VALIDATION; y
STACK_VALIDATION; y; STACK_VALIDATION; y
NFP; y; NFP; y
NET_VENDOR_NETRONOME; y; NET_VENDOR_NETRONOME; y
UEVENT_HELPER_PATH; ""; UEVENT_HELPER_PATH; ""
FIREWIRE_SERIAL; y; FIREWIRE_SERIAL; y
FWTTY_MAX_CARD_PORTS; 0; FWTTY_MAX_CARD_PORTS; 0
FWTTY_MAX_TOTAL_PORTS; 1; FWTTY_MAX_TOTAL_PORTS; 1
NET_IP_TUNNEL; y; NET_IP_TUNNEL; y
DST_CACHE; y; DST_CACHE; y
GIGASET_DUMMYLL; y; ; 
STRICT_KERNEL_RWX; y; STRICT_KERNEL_RWX; y
IP_NF_TARGET_SYNPROXY; y; IP_NF_TARGET_SYNPROXY; y
HAVE_IRQ_TIME_ACCOUNTING; y; HAVE_IRQ_TIME_ACCOUNTING; y
SND_SOC_INTEL_BDW_RT5677_MACH; y; SND_SOC_INTEL_BDW_RT5677_MACH; y
SND_SOC_INTEL_BROADWELL_MACH; y; SND_SOC_INTEL_BROADWELL_MACH; y
VIDEO_UPD64083; y; VIDEO_UPD64083; y
DVB_STV0367; y; DVB_STV0367; y
INPUT_POLLDEV; y; INPUT_POLLDEV; y
SENSORS_LIS3LV02D; y; SENSORS_LIS3LV02D; y
TOUCHSCREEN_SUR40; y; TOUCHSCREEN_SUR40; y
SND_SOC_AK4671; y; SND_SOC_AK4671; y
SND_SOC_SSM2602; y; SND_SOC_SSM2602; y
SND_SOC_SSM2602_SPI; y; SND_SOC_SSM2602_SPI; y
CRYPTO_AES; y; CRYPTO_AES; y
CRYPTO_KPP; y; CRYPTO_KPP; y
CRYPTO_SERPENT; y; CRYPTO_SERPENT; y
CRYPTO_DES; y; CRYPTO_DES; y
CRYPTO_RNG; y; CRYPTO_RNG; y
CRYPTO_HASH; y; CRYPTO_HASH; y
CRYPTO_BLKCIPHER; y; CRYPTO_BLKCIPHER; y
SCSI_EATA_MAX_TAGS; 0; ; 
DVB_TDA10021; y; DVB_TDA10021; y
SND_SOC_RL6231; y; SND_SOC_RL6231; y
SND_SOC_RT5660; y; SND_SOC_RT5660; y
SND_SOC_RT5640; y; SND_SOC_RT5640; y
SND_SOC_RT5514; y; SND_SOC_RT5514; y
SND_SOC_RT5651; y; SND_SOC_RT5651; y
SND_SOC_RT5616; y; SND_SOC_RT5616; y
SND_SOC_RT5665; y; SND_SOC_RT5665; y
SND_SOC_RT5670; y; SND_SOC_RT5670; y
RADIO_ZOLTRIX_PORT; 0x1; ; 
SND_SOC_AC97_BUS; y; SND_SOC_AC97_BUS; y
SND_SOC_CS4271_SPI; y; SND_SOC_CS4271_SPI; y
PANEL_LCD_HWIDTH; 64; ; 
RAS; y; RAS; y
GENERIC_IRQ_PROBE; y; GENERIC_IRQ_PROBE; y
X86_MINIMUM_CPU_FAMILY; 5; X86_MINIMUM_CPU_FAMILY; 64
PAGE_OFFSET; 0xB0000000; ; 
IBM_EMAC_RXB; 1; ; 
CRYPTO_HASH2; y; CRYPTO_HASH2; y
CRYPTO_NULL2; y; CRYPTO_NULL2; y
ATMEL_TCB_CLKSRC_BLOCK; 0; ; 
DVB_CX22702; y; DVB_CX22702; y
AIC7XXX_RESET_DELAY_MS; 1; ; 
BCM2835_TIMER; y; BCM2835_TIMER; y
CLKSRC_ST_LPC; y; CLKSRC_ST_LPC; y
CLKSRC_MMIO; y; CLKSRC_MMIO; y
VMCP_CMA_SIZE; 1; ; 
PCI_BUS_ADDR_T_64BIT; y; PCI_BUS_ADDR_T_64BIT; y
EEPROM_93CX6; y; EEPROM_93CX6; y
ALLOW_DEV_COREDUMP; y; ALLOW_DEV_COREDUMP; y
WANT_DEV_COREDUMP; y; WANT_DEV_COREDUMP; y
DEV_COREDUMP; y; DEV_COREDUMP; y
SND_SOC_WM8741; y; SND_SOC_WM8741; y
DVB_TUA6100; y; DVB_TUA6100; y
DEBUG_OBJECTS_ENABLE_DEFAULT; 0; ; 
ARCH_SUPPORTS_INT128; y; ARCH_SUPPORTS_INT128; y
ARCH_MAY_HAVE_PC_FDC; y; ARCH_MAY_HAVE_PC_FDC; y
DW_DMAC_CORE; y; DW_DMAC_CORE; y
DMA_OF; y; DMA_OF; y
FSL_EDMA; y; FSL_EDMA; y
ARCH_HAS_ZONE_DEVICE; y; ARCH_HAS_ZONE_DEVICE; y
X86_PM_TIMER; y; X86_PM_TIMER; y
HID_GENERIC; y; HID_GENERIC; y
HDMI; y; HDMI; y
SND_SOC_HDAC_HDMI; y; SND_SOC_HDAC_HDMI; y
ARCH_WANT_BATCHED_UNMAP_TLB_FLUSH; y; ARCH_WANT_BATCHED_UNMAP_TLB_FLUSH; y
ARCH_WANT_GENERAL_HUGETLB; y; ARCH_WANT_GENERAL_HUGETLB; y
COMEDI_8255; y; COMEDI_8255; y
COMEDI_CB_PCIMDAS; y; COMEDI_CB_PCIMDAS; y
PCI_PASID; y; PCI_PASID; y
PCI_ATS; y; PCI_ATS; y
HAVE_ARCH_AUDITSYSCALL; y; HAVE_ARCH_AUDITSYSCALL; y
AUDITSYSCALL; y; AUDITSYSCALL; y
MEMBARRIER; y; MEMBARRIER; y
ARCH_SUPPORTS_OPTIMIZED_INLINING; y; ARCH_SUPPORTS_OPTIMIZED_INLINING; y
SND_CS4281; y; SND_CS4281; y
IIO_CONSUMERS_PER_TRIGGER; 0; IIO_CONSUMERS_PER_TRIGGER; 0
RTC_LIB; y; RTC_LIB; y
SND_SOC_ADAU1761_SPI; y; SND_SOC_ADAU1761_SPI; y
VGA_SWITCHEROO; y; VGA_SWITCHEROO; y
DVB_S5H1409; y; DVB_S5H1409; y
RATIONAL; y; RATIONAL; y
HAVE_UNSTABLE_SCHED_CLOCK; y; HAVE_UNSTABLE_SCHED_CLOCK; y
VIDEO_VIVID_MAX_DEVS; 1; ; 
PANEL_LCD_PIN_BL; -17; ; 
IRQ_POLL; y; IRQ_POLL; y
AMD_NB; y; AMD_NB; y
SND_SOC_INTEL_SST_FIRMWARE; y; SND_SOC_INTEL_SST_FIRMWARE; y
BCH_CONST_T; 0; BCH_CONST_T; 4
